1,10,45,9
82,10,35,0
83,10,40,0
86,16,38,0
87,14,40,0
88,15,42,0
89,11,42,0
90,18,40,0
92,20,40,0
93,18,41,0
94,20,44,0
95,22,44,0
96,16,45,0
112,13,40,0
113,15,36,0
120,5,40,0
121,5,50,0
53,83,80,1
54,83,83,1
55,85,81,1
56,85,85,1
57,85,89,1
58,87,80,1
59,87,86,1
60,90,77,1
61,90,88,1
62,93,82,1
63,93,84,1
64,93,89,1
65,94,86,1
66,95,80,1
67,99,89,1
68,37,83,2
69,50,80,2
70,35,85,2
71,35,87,2
72,44,86,2
73,46,89,2
74,46,83,2
75,46,87,2
76,46,89,2
77,48,83,2
78,50,85,2
79,50,88,2
80,54,86,2
81,54,90,2
2,25,1,3
3,25,3,3
4,31,5,3
5,32,5,3
6,31,7,3
7,32,9,3
8,34,9,3
9,46,9,3
10,35,7,3
11,34,6,3
12,35,5,3
13,47,6,3
14,40,5,3
15,39,3,3
16,36,3,3
17,73,6,4
18,73,8,4
20,76,6,4
21,76,10,4
22,76,13,4
23,78,3,4
24,78,9,4
25,79,3,4
26,79,5,4
27,79,11,4
28,82,3,4
29,82,7,4
30,90,15,4
31,84,3,4
32,84,5,4
33,84,9,4
34,85,1,4
35,87,5,4
36,85,8,4
37,87,7,4
97,20,45,5
98,25,45,5
99,30,55,5
100,20,50,5
101,22,51,5
102,18,49,5
103,16,48,5
104,20,55,5
105,18,53,5
106,14,50,5
107,15,51,5
108,16,54,5
111,30,50,5
116,30,46,5
117,25,52,5
19,24,36,6
84,18,30,6
85,17,35,6
91,21,39,6
109,28,33,6
110,33,38,6
114,18,31,6
115,25,37,6
118,16,33,6
119,25,35,6
38,86,41,7
39,86,44,7
40,86,46,7
41,85,55,7
42,89,43,7
43,89,46,7
44,89,52,7
45,92,42,7
46,92,52,7
47,94,42,7
48,94,44,7
49,94,48,7
50,96,42,7
51,99,46,7
52,99,50,7
