1,40,50,11
71,95,30,0
72,95,35,0
74,92,30,0
77,90,35,0
78,88,30,0
79,88,35,0
80,87,30,0
81,85,25,0
82,85,35,0
83,75,55,1
84,72,55,1
85,70,58,1
86,68,60,1
87,66,55,1
88,65,55,1
89,65,60,1
90,63,58,1
91,60,55,1
92,60,60,1
32,10,35,2
33,10,40,2
34,8,40,2
35,8,45,2
36,5,35,2
37,5,45,2
38,2,40,2
39,0,40,2
40,0,45,2
93,67,85,3
94,65,85,3
95,65,82,3
96,62,80,3
97,60,80,3
98,60,85,3
99,58,75,3
100,55,80,3
101,55,85,3
54,44,5,4
55,42,10,4
56,42,15,4
57,40,5,4
58,40,15,4
59,38,5,4
60,38,15,4
61,35,5,4
41,35,30,5
42,35,32,5
43,33,32,5
44,33,35,5
45,32,30,5
46,30,30,5
47,30,32,5
48,30,35,5
49,28,30,5
50,28,35,5
51,26,32,5
52,25,30,5
53,25,35,5
13,25,85,6
14,22,75,6
15,22,85,6
16,20,80,6
17,20,85,6
18,18,75,6
19,15,75,6
20,15,80,6
62,50,30,7
63,50,35,7
64,50,40,7
65,48,30,7
66,48,40,7
67,47,35,7
68,47,40,7
69,45,30,7
70,45,35,7
73,53,30,7
75,53,35,7
21,30,50,8
22,30,52,8
23,28,52,8
24,28,55,8
25,25,50,8
26,25,52,8
27,25,55,8
28,23,52,8
29,23,55,8
30,20,50,8
31,20,55,8
2,45,68,9
3,45,70,9
4,42,66,9
5,42,68,9
6,42,65,9
7,40,69,9
8,40,66,9
9,38,68,9
10,38,70,9
11,35,66,9
12,35,69,9
76,45,65,9
