1,40,40,17
13,35,51,0
18,33,44,0
27,41,46,0
68,45,42,0
11,40,66,1
32,31,76,1
39,47,66,1
66,50,70,1
8,50,50,2
9,55,45,2
35,50,40,2
47,51,42,2
53,54,38,2
2,22,22,3
3,36,26,3
34,26,29,3
63,30,20,3
74,27,24,3
19,9,56,4
26,17,64,4
51,15,56,4
56,10,70,4
17,21,36,5
24,11,28,5
25,7,43,5
50,12,38,5
57,6,25,5
64,20,30,5
5,45,35,6
7,33,34,6
52,29,39,6
69,38,33,6
76,40,37,6
15,62,57,7
20,62,48,7
36,55,50,7
54,55,57,7
55,67,41,7
6,55,20,8
22,44,13,8
48,50,15,8
49,48,21,8
21,66,14,9
37,54,10,9
38,60,15,9
61,64,4,9
70,50,4,9
71,66,8,9
72,59,5,9
4,21,45,10
33,22,53,10
41,30,50,10
45,21,48,10
14,62,35,11
16,62,24,11
28,55,34,11
30,52,26,11
46,50,30,11
58,65,27,11
23,26,13,12
42,12,17,12
43,15,14,12
44,16,19,12
65,15,5,12
12,55,65,13
60,70,64,13
67,57,72,13
29,35,16,14
31,43,26,14
62,36,6,14
75,40,20,14
10,26,59,15
40,30,60,15
59,40,60,15
73,35,60,15
