1,40,40,16
7,33,34,0
17,21,36,0
34,26,29,0
52,29,39,0
14,62,35,1
20,62,48,1
28,55,34,1
53,54,38,1
55,67,41,1
11,40,66,2
39,47,66,2
59,40,60,2
4,21,45,3
19,9,56,3
25,7,43,3
45,21,48,3
50,12,38,3
3,36,26,4
31,43,26,4
46,50,30,4
15,62,57,5
54,55,57,5
60,70,64,5
26,17,64,6
27,41,46,6
32,31,76,6
40,30,60,6
56,10,70,6
6,55,20,7
16,62,24,7
21,66,14,7
38,60,15,7
58,65,27,7
22,44,13,8
37,54,10,8
48,50,15,8
49,48,21,8
2,22,22,9
23,26,13,9
29,35,16,9
30,52,26,9
5,45,35,10
35,50,40,10
47,51,42,10
24,11,28,11
42,12,17,11
43,15,14,11
44,16,19,11
57,6,25,11
13,35,51,12
18,33,44,12
41,30,50,12
10,26,59,13
33,22,53,13
51,15,56,13
8,50,50,14
9,55,45,14
12,55,65,14
36,55,50,14
