1,35,35,13
6,15,30,0
9,10,43,0
18,5,30,0
46,6,38,0
47,2,48,0
83,15,47,0
84,14,37,0
85,11,31,0
114,5,25,0
115,12,42,0
126,7,38,0
148,25,32,0
8,20,50,1
12,20,65,1
20,15,60,1
37,2,60,1
48,8,56,1
49,13,52,1
50,6,68,1
65,15,77,1
108,17,63,1
124,16,57,1
125,8,52,1
144,5,64,1
15,15,10,2
17,10,20,2
39,5,5,2
43,24,12,2
44,23,3,2
45,11,14,2
87,4,18,2
92,15,19,2
99,19,21,2
101,18,18,2
120,13,13,2
141,5,6,2
143,21,10,2
14,30,25,3
38,20,20,3
60,21,24,3
62,12,24,3
86,16,22,3
88,28,18,3
93,22,22,3
94,18,24,3
96,25,24,3
98,25,21,3
118,27,23,3
7,25,30,4
19,20,40,4
53,27,43,4
61,17,34,4
90,26,35,4
95,26,27,4
97,22,27,4
100,20,26,4
105,20,26,4
107,21,47,4
113,31,32,4
119,17,33,4
149,25,55,4
5,55,20,5
24,55,5,5
25,65,35,5
26,65,20,5
40,60,12,5
56,63,23,5
57,53,12,5
68,67,5,5
111,51,21,5
131,58,27,5
140,59,15,5
142,10,17,5
21,45,65,6
36,63,65,6
66,62,77,6
67,49,73,6
72,57,68,6
104,52,64,6
123,42,57,6
129,43,67,6
136,62,63,6
137,63,69,6
11,30,60,7
31,40,60,7
32,31,52,7
33,35,69,7
63,24,58,7
64,27,69,7
71,37,56,7
89,26,52,7
91,31,67,7
109,31,62,7
127,27,68,7
128,30,48,7
132,37,69,7
27,45,30,8
28,35,40,8
29,41,37,8
54,37,31,8
59,36,26,8
70,37,47,8
102,37,52,8
106,40,30,8
112,42,41,8
133,38,46,8
139,45,35,8
147,32,39,8
150,48,28,8
3,35,17,9
16,30,5,9
22,45,20,9
23,45,10,9
41,40,25,9
42,42,7,9
58,32,12,9
73,47,16,9
74,44,17,9
75,46,13,9
76,49,11,9
116,36,16,9
134,46,10,9
138,32,22,9
145,30,15,9
146,39,10,9
2,41,49,10
10,55,60,10
34,53,52,10
35,65,55,10
51,47,47,10
52,49,58,10
79,61,52,10
80,57,48,10
82,55,54,10
103,49,49,10
121,57,58,10
130,58,48,10
4,55,45,11
13,50,35,11
30,64,42,11
55,57,29,11
69,56,39,11
77,49,42,11
78,53,43,11
81,56,37,11
110,52,33,11
117,52,41,11
122,62,42,11
135,61,33,11
151,56,37,11
