1,10,45,7
68,37,83,0
69,50,80,0
70,35,85,0
71,35,87,0
72,44,86,0
73,46,89,0
74,46,83,0
75,46,87,0
76,46,89,0
77,48,83,0
78,50,85,0
79,50,88,0
80,54,86,0
81,54,90,0
100,20,50,0
53,83,80,1
54,83,83,1
55,85,81,1
56,85,85,1
57,85,89,1
58,87,80,1
59,87,86,1
60,90,77,1
61,90,88,1
62,93,82,1
63,93,84,1
64,93,89,1
65,94,86,1
66,95,80,1
67,99,89,1
38,86,41,2
39,86,44,2
40,86,46,2
41,85,55,2
42,89,43,2
43,89,46,2
44,89,52,2
45,92,42,2
46,92,52,2
47,94,42,2
48,94,44,2
49,94,48,2
50,96,42,2
51,99,46,2
52,99,50,2
19,24,36,3
82,10,35,3
83,10,40,3
84,18,30,3
85,17,35,3
86,16,38,3
87,14,40,3
88,15,42,3
90,18,40,3
91,21,39,3
92,20,40,3
93,18,41,3
94,20,44,3
95,22,44,3
96,16,45,3
97,20,45,3
98,25,45,3
99,30,55,3
101,22,51,3
102,18,49,3
103,16,48,3
104,20,55,3
105,18,53,3
106,14,50,3
107,15,51,3
108,16,54,3
109,28,33,3
110,33,38,3
111,30,50,3
112,13,40,3
113,15,36,3
114,18,31,3
115,25,37,3
116,30,46,3
117,25,52,3
118,16,33,3
119,25,35,3
120,5,40,3
121,5,50,3
2,25,1,4
3,25,3,4
4,31,5,4
5,32,5,4
6,31,7,4
7,32,9,4
8,34,9,4
9,46,9,4
10,35,7,4
11,34,6,4
12,35,5,4
13,47,6,4
14,40,5,4
15,39,3,4
16,36,3,4
89,11,42,4
17,73,6,5
18,73,8,5
20,76,6,5
21,76,10,5
22,76,13,5
23,78,3,5
24,78,9,5
25,79,3,5
26,79,5,5
27,79,11,5
28,82,3,5
29,82,7,5
30,90,15,5
31,84,3,5
32,84,5,5
33,84,9,5
34,85,1,5
35,87,5,5
36,85,8,5
37,87,7,5
