1,40,50,11
41,35,30,0
42,35,32,0
43,33,32,0
44,33,35,0
45,32,30,0
46,30,30,0
47,30,32,0
48,30,35,0
49,28,30,0
50,28,35,0
51,26,32,0
52,25,30,0
53,25,35,0
93,67,85,1
94,65,85,1
95,65,82,1
96,62,80,1
97,60,80,1
98,60,85,1
99,58,75,1
100,55,80,1
101,55,85,1
13,25,85,2
14,22,75,2
15,22,85,2
16,20,80,2
17,20,85,2
18,18,75,2
19,15,75,2
20,15,80,2
83,75,55,3
84,72,55,3
85,70,58,3
86,68,60,3
87,66,55,3
88,65,55,3
89,65,60,3
90,63,58,3
91,60,55,3
92,60,60,3
2,45,68,4
3,45,70,4
4,42,66,4
5,42,68,4
6,42,65,4
7,40,69,4
8,40,66,4
9,38,68,4
10,38,70,4
11,35,66,4
12,35,69,4
76,45,65,4
32,10,35,5
33,10,40,5
34,8,40,5
35,8,45,5
36,5,35,5
37,5,45,5
38,2,40,5
39,0,40,5
40,0,45,5
54,44,5,6
55,42,10,6
56,42,15,6
57,40,5,6
58,40,15,6
59,38,5,6
60,38,15,6
61,35,5,6
71,95,30,7
72,95,35,7
74,92,30,7
77,90,35,7
78,88,30,7
79,88,35,7
80,87,30,7
81,85,25,7
82,85,35,7
21,30,50,8
22,30,52,8
23,28,52,8
24,28,55,8
25,25,50,8
26,25,52,8
27,25,55,8
28,23,52,8
29,23,55,8
30,20,50,8
31,20,55,8
62,50,30,9
63,50,35,9
64,50,40,9
65,48,30,9
66,48,40,9
67,47,35,9
68,47,40,9
69,45,30,9
70,45,35,9
73,53,30,9
75,53,35,9
